cefr	lemma	example_de
A2	bunt	Anna trägt gern bunte Kleider. Meine Wohnung ist sehr bunt: Das Wohnzimmer ist rot, die Küche grün und das Bad blau.
A2	chatten	Luis chattet gern mit seinen Freunden im Internet.
A2	da r Bsp darauf	Darauf fällt mir keine Antwort ein. Darüber spreche ich nicht gern.
A2	dabei sein	Hast du einen Stift dabei? Schön, dass du da bist. Ist deine Familie auch dabei?
A2	dafür/dagegen sein	Ich bin dafür/dagegen.
A2	damals	Als Student hatte ich viel Zeit und wollte reisen. Aber damals hatte ich kein Geld.
A2	das Alter Sg	Alter: 18 Jahre.
A2	das Ausland Sg	Fahren Sie ins Ausland?
A2	das Blatt	Haben Sie ein Blatt Papier für mich? Die Bäume haben schon gelbe Blätter.
A2	das Büro	Ich arbeite in einem Büro. Unser Büro ist bis Dienstag geschlossen.
A2	das Ding	Gib mir bitte mal das Ding da drüben! Was macht man mit diesem Ding? - Damit kann man Flaschen öffnen.
A2	das E-Book	Liest du lieber E-Books oder Bücher aus Papier? Entschuldigung, kann man hier E-Books kaufen?
A2	das Einkaufs-	Kommst du morgen mit ins Einkaufszentrum?
A2	das Eis Sg	Möchtest du auch ein Eis?
A2	das Erdgeschoss	Ich wohne im Erdgeschoss.
A2	das Fach	Welches Fach magst du in der Schule am liebsten?
A2	das Fahr Rad	Wenn es nicht regnet, fahre ich mit dem Fahrrad.
A2	das Fenster	Kannst du bitte das Fenster öffnen?
A2	das Fest	Frohes Fest! Am Wochenende feiern wir ein Fest. Meine Tochter hat Geburtstag.
A2	das Festival	Am Wochenende ist in der Stadt ein Musik-Festival.
A2	das Fieber Sg	Sie hat hohes Fieber.
A2	das Fleisch Sg	Fleisch mag ich nicht.
A2	das Frühstück Sg	Möchtest du ein Ei zum Frühstück?
A2	das Gegenteil	Das Gegenteil von „klein“ ist „groß“.
A2	das Gehalt	Sie ist mit ihrem Gehalt zufrieden.
A2	das Geld Sg	Hast du noch Geld? Kannst du mir ein bisschen Geld leihen?
A2	das Gemüse Sg	Wir kaufen das Gemüse immer auf dem Markt. Tomaten sind mein Lieblingsgemüse.
A2	das Gepäck Sg	Wollen Sie Ihr Gepäck mitnehmen? Sie können Ihr Gepäck auch im Hotel lassen.
A2	das Gericht	Mein Lieblingsgericht ist Pizza.
A2	das Gerät	Elektrogeräte finden Sie im dritten Stock.
A2	das Geschirr Sg	Stellst du bitte das Geschirr in den Schrank?
A2	das Gesicht	Wasch dir bitte das Gesicht. Sie hat ein freundliches Gesicht.
A2	das Gewitter	Ich glaube, es gibt heute ein Gewitter.
A2	das Glück Sg	Viel Glück! Oh, es regnet. Zum Glück habe ich meinen Schirm dabei.
A2	das Handtuch	Gibst du mir bitte ein frisches Handtuch?
A2	das Heft	Hast du dein Heft dabei?
A2	das Hemd	Nick trägt heute ein neues Hemd.
A2	das Instrument	Ich spiele Klavier. Spielen Sie auch ein Instrument?
A2	das Interesse	Ich habe viele Interessen: Sport, Lesen, Kultur, Reisen.
A2	das Internet Sg	Das findest du im Internet. Du kannst im Internet Musik hören oder Spiele spielen.
A2	das Interview	Komm schnell! Im Radio kommt ein Interview mit deinem Lieblingssänger.
A2	das Kaufhaus	Meine Pullover kaufe ich immer im Kaufhaus Hertie.
A2	das Klavier	Jakob kann sehr gut Klavier spielen.
A2	das Kleid	Julia möchte ein rotes Kleid kaufen.
A2	das Konzert	Für das Konzert am Sonntag gibt es noch Karten.
A2	das Kranken-	Meine Tante ist im Krankenhaus. Er hat sich verletzt und muss ins Krankenhaus. || Bei welcher Krankenkasse sind Sie?
A2	das Medikament	Nehmen Sie dieses Medikament dreimal pro Tag!
A2	das Messer	Das Messer schneidet nicht gut. Ich habe nur ein Messer. Kannst du mir bitte noch eine Gabel bringen?
A2	das Mineral-	Ein Glas Mineralwasser, bitte.
A2	das Mittagessen	Um zwölf Uhr gibt es Mittagessen.
A2	das Mobil-	Wie kann ich Sie erreichen? Haben Sie ein Mobiltelefon?
A2	das Museum	Im Kunstmuseum gibt es eine neue Ausstellung.
A2	das Obst Sg	Obst kaufe ich immer auf dem Markt. Heute kaufe ich Äpfel und Orangen.
A2	das Ohr	Ich habe Ohrenschmerzen.
A2	das Paar	Romeo und Julia sind ein Paar. Ich brauche ein Paar Schuhe.
A2	das Paket	Bringst du bitte das Paket zur Post?
A2	das Parfüm	Ich suche ein Parfum als Geschenk für meine Frau.
A2	das Passwort	Bitte schreiben Sie Ihr Passwort. Sie brauchen ein Passwort. Ich habe mein Passwort vergessen.
A2	das Pferd	Amira liebt Pferde. Sie reitet seit zehn Jahren.
A2	das Plakat	Wir machen im Unterricht ein Plakat zum Thema „Essen und Trinken“.
A2	das Poster	Das Poster hängt über dem Bett.
A2	das Produkt	Unsere Produkte haben eine sehr hohe Qualität.
A2	das Programm	Dieses Programm im Radio interessiert mich nicht. Was kommt heute im Kino? Hast du das Programm hier?
A2	das Projekt	Wir machen ein Projekt über Sehenswürdigkeiten in unserer Stadt.
A2	das Quiz Sg	Er schaut gern Quizsendungen an. Sie hat beim Quiz gewonnen.
A2	das Radio	Ich höre im Auto gern Radio.
A2	das Rathaus	Das Formular bekommen Sie im Rathaus. Sie müssen sich im Rathaus anmelden.
A2	das Rezept	Dieser Kuchen schmeckt super! Kannst du mir bitte das Rezept geben? Dieses Medikament gibt es nur auf Rezept.
A2	das Rind	Ich esse nur Fleisch vom Rind.
A2	das Rätsel	Das Rätsel ist schwierig! Ich weiß die Antwort nicht.
A2	das Schiff	Wir fahren mit dem Schiff von Basel nach Köln.
A2	das Schlafzimmer	-Hier ist das Schlafzimmer.
A2	das Schloss	Am Wochenende besichtigen wir Schloss Neuschwanstein. An unserer Tür ist das Schloss kaputt.
A2	das Schwein	Ich esse kein Schweinefleisch.
A2	das Schwimm-	Kommst du mit ins Schwimmbad?
A2	das Spiel	Welche Kartenspiele kennen Sie? Monopoly ist ein sehr bekanntes Spiel.
A2	das Stipen-	Wenn ich ein gutes Zeugnis habe, bekomme ich ein Stipendium.
A2	das Stockwerk	Das Gebäude hat zwanzig Stockwerke.
A2	das Studium Sg Das Studium	dauert drei Jahre.
A2	das Stück	Sie noch ein Stück Kuchen? spielen sie heute das Stück und Julia“.
A2	das T-Shirt	Haben Sie dieses T-Shirt auch in M?
A2	das Tablet	ein Tablet? - Nein, ich habe einen Laptop Handy.
A2	das Taschengeld Wie viel	Taschengeld bekommen deine Kinder?
A2	das Team	gern in einem Team. Fußballteam findest du am besten?
A2	das Tennis Sg	Steffi spielt sehr gut Tennis.
A2	das Theater	Ich gehe nicht gern ins Theater.
A2	das Tier	Wir dürfen keine Tiere in der Wohnung haben. Meine Lieblingstiere sind Katzen.
A2	das Training	Das Training ist immer dienstags. Ich gehe jede Woche zum Training.
A2	das Verkehrs-	Welche Verkehrsmittel benutzen Sie oft?
A2	das Wasser Sg	Ein Glas Wasser, bitte. Gibt es hier kein warmes Wasser?
A2	das Wetter Sg	Heute ist das Wetter gut: Es ist sonnig und warm. Wir hatten im Urlaub schlechtes Wetter.
A2	das Wohnzimmer	- Die Kinder sitzen im Wohnzimmer und sehen fern.
A2	das Zelt	Im Sommer schlafen wir manchmal im Zelt.
A2	das Zentrum	Der Bahnhof ist im Stadtzentrum. Wohnst du im Zentrum? - Nein, ich wohne nicht direkt in der Stadt.
A2	das Zeugnis	Morgen bekommen die Kinder ihr Zeugnis.
A2	das Ziel	John läuft sehr schnell. Er war als erster am Ziel. Was ist dein Ziel im Leben?
A2	dass	Rico hat gesagt, dass er auch zur Party kommt. Ich finde es super, dass du mich besuchst.
A2	de Rentner	Mein Onkel arbeitet nicht mehr. Er ist Rentner.
A2	denken	Ich denke, du hast recht. Ich denke oft an meine Freundin. Was denktst du? Sollen wir heute Abend ins Kino gehen?
A2	der Anzug	Mein Mann muss sich einen neuen Anzug kaufen.
A2	der Apparat	Was machen wir mit deinem alten Apparat?
A2	der Artikel	Im Deutschen gibt es drei Artikel: der, die und das. Ich habe in der Zeitung einen interessanten Artikel gelesen.
A2	der Babysitter	Meine Tochter arbeitet als Babysitter bei einer Familie mit vier Kindern.
A2	der Ball	Meine Kinder spielen gern Ball.
A2	der Basketball	Yannick spielt lieber Basketball als Fußball.
A2	der Berg	Die Zugspitze ist der höchste Berg in Deutschland. Wir fahren am Wochenende in die Berge.
A2	der Bescheid	Kann Lisa in Heidelberg studieren? - Sie weiß es noch nicht. Sie bekommt erst nächste Woche Bescheid. Kannst du mir bis morgen Bescheid geben? Ich frage Herrn Maier und sage Ihnen dann Bescheid.
A2	der Besuch	Wir bekommen am Wochenende Besuch. Ich mache einen Besuch im Krankenhaus.
A2	der Club	Gibt es hier einen Tennis-Club/Klub? Ich möchte gern tanzen gehen. Wo gibt es hier einen Club/Klub mit guter Musik?
A2	der Dank Sg	Vielen Dank! Herzlichen Dank!
A2	der Durst Sing	Hast du etwas zu trinken? Ich habe großen Durst.
A2	der Ehepartner	Das ist mein Ehemann/meine Ehefrau.
A2	der Fahrplan	Ist das der neue Fahrplan?
A2	der Familien-	Mein Familienname ist González.
A2	der Fan	Er ist ein großer Fußballfan. Bella ist ein Fan von Rammstein.
A2	der Fernseher	Der Fernseher ist kaputt.
A2	der Flohmarkt	Ich gehe gern auf den Flohmarkt. Diesen Hut habe ich auf dem Flohmarkt gekauft.
A2	der Flug	Ich möchte einen Flug nach Kanada buchen. Der Flug LH123 von München nach Frankfurt ist um 21:00 Uhr.
A2	der Fluss	Der Rhein ist ein großer Fluss.
A2	der Fotoapparat	möchte mir einen Fotoapparat kaufen.
A2	der Führer-	Hast du den Führerschein? Sie hat die Führerscheinprüfung bestanden.
A2	der Glück-	Herzlichen Glückwunsch zum Geburtstag!
A2	der Hals	Mir tut der Hals weh. Ich habe seit gestern Halsschmerzen.
A2	der Hamburger	Einen Hamburger ohne Salat, bitte.
A2	der Haushalt	Wer macht bei euch den Haushalt? - Meine Frau und ich machen den Haushalt zusammen: Ich wasche die Wäsche und sie putzt und räumt auf.
A2	der Himmel Sg	Heute ist so tolles Wetter: Der Himmel ist blau und es gibt keine Wolken.
A2	der Hunger Sg	Ich habe Hunger! Wann können wir endlich essen?
A2	der Kalender	Haben Sie am Montag Zeit? - Einen Moment, ich schaue in meinem Kalender. Ich schreibe alle Termine in meinen Kalender.
A2	der Keller	Bitte bring die Kartoffeln in den Keller! Die Waschmaschinen sind im Keller.
A2	der Kontakt	Ich habe wenig Kontakt zu meinen Kollegen. Bitte schicken Sie mir Ihre Kontaktdaten!
A2	der Kredit	Ich brauche einen Kredit von der Bank. Bezahlen Sie mit Kreditkarte?
A2	der Krimi	Miriam liest gern spannende Krimis. Schauen wir am Sonntag zusammen den Tatort? – Nein, ich mag keine Krimis.
A2	der Käse Sg	Isst du lieber Käse oder Wurst?
A2	der Körper	Der Arzt sagt, ich muss etwas für meinen Körper tun, z. B. schwimmen oder Fahrrad fahren.
A2	der Kühl-	Haben wir noch Milch? – Ja, im Kühlschrank.
A2	der Link	Ich schicke dir einen Link zu Deutschübungen.
A2	der Löffel	Bitte bringen Sie mir einen Löffel.
A2	der Magen	Mein Magen tut weh.
A2	der Mantel	Es ist kalt. Zieh deinen Mantel an!
A2	der Markt	Ich gehe heute auf den Markt. Samstags ist hier Markt.
A2	der Mitarbeiter	Unsere Firma hat sieben Mitarbeiter.
A2	der Motor	Der Motor ist kaputt. Das Auto fährt nicht mehr.
A2	der Motorroller	Oskar fährt mit dem Motorroller zur Arbeit.
A2	der Müll Sg	Bringst du bitte den Müll raus? Kann ich die Zeitungen wegwerfen? - Ja, sie sind alt. Bring/Wirf sie bitte in den Müll!
A2	der Nachbar	Mein Nachbar kommt aus Brasilien und meine Nachbarin ist Italienerin. Die neuen Nachbarn sind sehr nett.
A2	der Park	Ich gehe gern im Park spazieren.
A2	der Pullover	Ich muss mir einen Pullover kaufen.
A2	der Regen Sg	Bei Regen gehe ich nicht aus dem Haus.
A2	der Reifen	Ich brauche neue Reifen für mein Auto.
A2	der Reis Sg	Ich esse gern Reis mit Gemüse und Fisch.
A2	der Rest	Hier sind 50 Euro. Den Rest gebe ich dir später. Es ist noch ein Rest Suppe da. Möchtest du noch?
A2	der Ring	Ich habe meinen Ring verloren.
A2	der Rock	Der Rock ist zu eng.
A2	der Rucksack	Ich nehme lieber einen Rucksack als einen Koffer mit.
A2	der Rundgang	Der Rundgang durch das Schloss beginnt in wenigen Minuten.
A2	der Rücken	Mein Rücken tut mir weh.
A2	der Schirm	Nimm den Schirm mit, es regnet.
A2	der Schmerz	Haben Sie Schmerzen? Ich habe Bauchschmerzen.
A2	der Schnee Sg	In den Bergen liegt viel Schnee.
A2	der Service Sg	Ich bin mit dem Service in der Werkstatt sehr zufrieden. Rufst du beim Pizza-Service an?
A2	der Ski	Gehen wir am Wochenende Ski fahren? Er kauft sich neue Ski.
A2	der Spaß Sg	Meine Arbeit macht mir Spaß. Ich will nicht aufräumen. Das macht mir keinen Spaß. Viel Spaß!
A2	der Spazier-	Abends mache ich immer einen Spaziergang.
A2	der Sport Sg	Ich mache viel Sport.
A2	der Sportplatz	Das Fußballtraining ist um 17 Uhr auf dem Sportplatz.
A2	der Stadtplan	Haben Sie einen Stadtplan von Salzburg?
A2	der Star	Diese Sängerin ist ein Star in Deutschland.
A2	der Stiefel	Wie viel kosten die roten Stiefel?
A2	der Stift	Kannst du mir bitte einen Stift geben? - Was brauchst du? Einen Farbstift oder einen Bleistift oder einen Kugelschreiber?
A2	der Strand	Im Urlaub bin ich am liebsten am Strand.
A2	der Stress Sg Ich habe	bei der Arbeit viel Stress.
A2	der Stuhl	frei?
A2	der Supermarkt	oft im Supermarkt ein.
A2	der Teller	Stell die Teller bitte auf den Tisch! Möchtest du noch einen Teller Suppe?
A2	der Tipp	Kannst du mir einen guten Tipp geben?
A2	der Titel	Wie heißt der Film? - Ich weiß den Titel nicht mehr.
A2	der Topf	Hast du keinen größeren Topf? Ich möchte Kartoffeln kochen.
A2	der Tourist	Im Sommer kommen viele Touristen in diese Stadt.
A2	der Traum	Ich möchte eine eigene Firma, das ist mein Traum.
A2	der Umzug	Der Umzug ist nächste Woche.
A2	der Unfall	Ich hatte gestern einen Unfall. Wie ist der Unfall passiert?
A2	der Unterricht Sg	Der Unterricht dauert bis 19 Uhr.
A2	der Unterschied	Was ist der Unterschied zwischen den beiden Kursen? - Die Kurse sind gleich. Es gibt keinen Unterschied.
A2	der Verkehr Sg	Morgens gibt es hier immer viel Verkehr.
A2	der Vertrag	Ich muss den Vertrag noch unterschreiben.
A2	der Vogel	Nadine mag Vögel. Morgens singen die Vögel immer laut.
A2	der Volleyball	Ich spiele gern Volleyball.
A2	der Vorschlag	Was machen wir am Wochenende? Hast du einen guten Vorschlag? - Wir können ins Kino gehen. Was schenken wir Christina zur Hochzeit? - Wir haben doch schon so viele Vorschläge gemacht.
A2	der Wagen	Wo steht Ihr Wagen? Im zweiten Wagen ist unser Zugrestaurant.
A2	der Wald	Im Wald ist es ruhig. Ich gehe gern im Wald spazieren.
A2	der Weg	Das ist der kürzeste Weg. Können Sie mir bitte den Weg zum Flughafen beschreiben?
A2	der Wettbewerb	-eMein Sohn hat bei einem Wettbewerb gewonnen.
A2	der Witz	Wir haben Witze erzählt und viel gelacht.
A2	der Workshop	Das war ein toller Workshop. Ich habe viel gelernt. Am Freitag gibt es einen Computer-Workshop in meiner Firma.
A2	der Wunsch	Ich wünsche Ihnen alles Gute! Sie wünschen? –Ich möchte ein halbes Kilo Äpfel, bitte. Haben Sie noch einen Wunsch? Was ist dein größter Wunsch?
A2	der Zahn	Der Zahn tut mir schon seit einer Woche weh.
A2	der Zettel	Hast du einen Zettel für mich? Ich muss etwas notieren. Schreiben Sie Ihre Telefonnummer bitte auf den Zettel.
A2	der Zirkus	Heute gehen wir mit den Kindern in den Zirkus.
A2	der Zoo	Am Sonntag gehen wir in den Zoo.
A2	der Zucker Sg	Trinken Sie den Tee mit oder ohne Zucker?
A2	der/das Blog	Ich schreibe einen Blog über Mode.
A2	der/das Comic	Mein Sohn liest immer nur Comics.
A2	der/das Laptop	Ich brauche einen neuen Laptop.
A2	der/die	Picasso ist sehr bekannt. Er ist ein bekannter Maler. Ein Bekannter von mir heißt Klaus. || Viele Jugendliche hören den ganzen Tag Musik. Der Eintritt für Kinder und Jugendliche bis 16 Jahre ist frei.
A2	deshalb	Ich bin krank. Deshalb komme ich heute nicht ins Büro.
A2	deutlich	Sprechen Sie bitte deutlich! Können Sie das bitte deutlicher schreiben? Ich kann das nicht lesen.
A2	dick	Ich bin zu dick. Ich muss weniger essen.
A2	die Ahnung	Ich hatte keine Ahnung, dass du heute Geburtstag hast. Wie spät ist es? - Ich habe keine Ahnung.
A2	die Ampel	Du kannst fahren, die Ampel ist grün. Nach der Ampel musst du nach links fahren.
A2	die Angst	Hab keine Angst! Ich habe Angst vor großen Hunden.
A2	die Apotheke	Das Medikament bekommen Sie in der Apotheke.
A2	die Ausbildung	Ich möchte eine Ausbildung zum Krankenpfleger machen.
A2	die Ausstellung	Gehen wir morgen zusammen in die Ausstellung?
A2	die Band	Was ist deine Lieblingsband? Anton spielt in einer Band.
A2	die Baustelle	Vor unserem Haus ist eine große Baustelle.
A2	die Bewerbung	Ich möchte mich um diese Stelle bewerben. Kannst du mir bei meiner Bewerbung helfen?
A2	die Bibliothek	Sie lernt jeden Tag in der Bibliothek.
A2	die Bluse	Ich suche eine weiße Bluse.
A2	die Bohne	Hans isst nicht gern Bohnen.
A2	die Brille	Wo ist meine Brille? Mit dieser Brille kann ich nicht mehr gut sehen.
A2	die Brücke	Fahren Sie über die nächste Brücke und dann nach links.
A2	die Butter Sg	Möchtest du Butter aufs Brot oder nur Käse?
A2	die Cafeteria	Ich gehe jetzt in die Cafeteria. Soll ich dir etwas mitbringen?
A2	die Chefin	Wir haben eine neue Chefin.
A2	die Creme	Ich suche eine Creme für die Hände. Der Kuchen schmeckt super! Was ist in der Creme? –Das ist eine Buttercreme mit viel Schokolade.
A2	die Datei	Wo hast du die Datei gespeichert? Kannst du die Datei bitte öffnen?
A2	die Disko	Wir gehen heute Abend in die Disco/Disko.
A2	die E- Mail	Ich schreibe Ihnen/dir eine E-Mail.
A2	die Entschuldi-	Oh, Entschuldigung! – Macht nichts. Kein Problem.
A2	die Erfahrung	Ich habe zehn Jahre Erfahrung in diesem Beruf.
A2	die Erlaubnis Sg	Haben Sie eine Arbeitserlaubnis?
A2	die Ermäßigung	Schüler, Studenten und Rentner gibt es eine Ermäßigung.
A2	die Feier	Wann hast du Feierabend? Am ersten Mai ist ein Feiertag.
A2	die Ferien	Bald haben wir Ferien. Fährst du in den Ferien weg oder bleibst du zu Hause?
A2	die Freizeit Sg	In meiner Freizeit spiele ich oft Fußball.
A2	die Freundin	Das ist ein Freund von mir. Das ist meine Freundin Susanne.
A2	die Fundsachen	Haben Sie meinen Schirm gefunden? - Sie können dort bei den Fundsachen schauen.
A2	die Gabel	Kann ich bitte eine Gabel haben?
A2	die Garage	Hier ist eine Garage für dein Auto.
A2	die Geldbörse	Sie hat ihre Geldbörse verloren.
A2	die Geschichte	Erzählst du mir eine Geschichte? Ich interessiere mich nicht für Geschichte. Paul hat gute Noten in Geschichte.
A2	die Gesundheit	Gesundheit! Sind Sie erkältet?
A2	die Gitarre	Er kann gut Gitarre spielen.
A2	die Grippe Sg	Ich habe eine Grippe und kann leider nicht kommen.
A2	die Hauptstadt	Berlin ist die Hauptstadt von Deutschland.
A2	die Heimat Sg	Ich komme aus der Schweiz. Das ist meine Heimat. Mein Heimatland ist Italien. Dort bin ich geboren. Jetzt lebe ich in Deutschland, das ist meine neue Heimat.
A2	die Heizung	Es ist kalt. Ist die Heizung kaputt?
A2	die Hilfe Sg	Hilfe! Bitte helfen Sie mir! Er bekommt Hilfe von Freunden.
A2	die Homepage	Auf der Homepage von Freiburg gibt es alle wichtigen Informationen über die Stadt. Kennst du eine Homepage mit Deutschübungen?
A2	die Hose	Kann ich die Hose waschen?
A2	die Idee	Was machen wir heute Abend? Hast du eine gute Idee?
A2	Die Infotafel	schreibt das neue Wort an die Tafel. gibt es Tafeln mit Informationen. ist am Eingang.
A2	die Insel	Ich möchte im Sommer auf einer Insel Urlaub machen. Rügen ist die größte deutsche Insel.
A2	die Jeans	Ich mag Jeans lieber als Röcke.
A2	die Jugend-	Wir übernachten in einer Jugendherberge.
A2	die Kamera	Hannes hat eine neue Kamera. Er kann mit der Kamera Fotos und Filme machen.
A2	die Katze	Meine Tochter wünscht sich eine Katze.
A2	die Kenntnisse	Deine Deutschkenntnisse sind sehr gut! Ich möchte meine Computerkenntnisse verbessern.
A2	die Kette	Meine Mutter bekommt eine schöne Kette zum Geburtstag.
A2	die Kirche	Diese Kirche ist fast 800 Jahre alt.
A2	die Kleidung Sg	Wo finde ich Kleidung? – Hosen im ersten, Kleider und Röcke im zweiten Stock.
A2	die Kollegin	Wie heißt die neue Kollegin?
A2	die Kosmetik Sg	Kosmetik können Sie im Erdgeschoss kaufen.
A2	die Krankheit	Welche Krankheit hat Herr Brandner?
A2	die Kreuzung	Fahren Sie an der nächsten Kreuzung rechts.
A2	die Kultur	Ich finde fremde Länder und Kulturen sehr interessant. Jana interessiert sich sehr für Kultur. Sie geht jede Woche ins Theater oder ins Museum.
A2	die Kundin	Einen Moment, bitte. Ich habe eine Kundin.
A2	die Kunst	Ich verstehe nichts von moderner Kunst. Kunst war mein Lieblingsfach in der Schule.
A2	die Lampe	Mach bitte die Lampe an. Es ist so dunkel.
A2	die Landschaft	Die Landschaft ist sehr schön.
A2	die Lust Sg	Gehen wir heute Abend ins Kino? - Nein, ich habe keine Lust. Ich habe Lust auf Schokolade.
A2	die Lüge	Das stimmt nicht! Das ist eine Lüge!
A2	die Mailbox	Hier ist die Mailbox von Susanne König. Ich habe dir auf die Mailbox gesprochen.
A2	die Mannschaft	Lieblingsmannschaft hat 1:0 verloren.
A2	die Meinung	Meine Meinung zu dem Thema ist: ... Was ist deine Meinung dazu? Ich habe meine Meinung geändert.
A2	die Menge	Wir haben noch eine Menge Zeit. Ich kenne eine Menge Leute in dieser Stadt.
A2	die Messe	Kommst du mit zur Buchmesse nach Frankfurt?
A2	die Milch Sg	Die Milch steht im Kühlschrank.
A2	die Mode	Wie findest du die neue Mode?
A2	die Musik Sg	Wie findest du die Musik? Spanische Musik gefällt mir gut.
A2	die Mütze	Haben Sie rote Mützen?
A2	die Nachbarin	Mein Nachbar kommt aus Brasilien und meine Nachbarin ist Italienerin. Die neuen Nachbarn sind sehr nett.
A2	die Nachricht	Ich sehe abends immer die Nachrichten im Fernsehen. Kommst du mit ins Kino? - Ich weiß es noch nicht. Ich schreibe dir später eine Nachricht. Sie haben keine neuen Nachrichten.
A2	die Natur Sg	Ich bin gern draußen in der Natur.
A2	die Note	Eva hat immer sehr gute Noten in Deutsch.
A2	die Notiz	Schreib mir bitte eine Notiz. Haben Sie einen Notizzettel für mich?
A2	die Nudel	Möchten Sie lieber Reis oder Nudeln? –Lieber Nudeln, bitte.
A2	die Nähe Sg	Die Post ist in der Nähe vom Bahnhof.
A2	die Orange	Ich esse gern Orangen.
A2	die Person	Eintritt pro Person: 5 Euro.
A2	die Pflanze	Können Sie sich bitte um unsere Pflanzen kümmern? Wir sind nächste Woche im Urlaub.
A2	die Pizza	Mein Lieblingsessen ist Pizza. Eine Pizza mit viel Käse, bitte.
A2	die Polizei Sg	Rufen Sie die Polizei!
A2	die Portion	Ich nehme eine kleine Portion Eis.
A2	die Post Sg	Entschuldigung, wo ist die Post? Ist Post für mich da?
A2	die Postkarte	Schreibst du mir eine Postkarte aus Kanada?
A2	die Postleit-	Wie ist Ihre Postleitzahl?
A2	die Qualität	Dieser Fernseher hat eine gute Qualität. Ich finde die Qualität wichtiger als den Preis.
A2	die Reihe	Ich habe Karten für das Konzert. Wir sitzen in der dritten Reihe. Wer ist jetzt an der Reihe?
